dataset,seed,radius,prior_log_mass,posterior_log_mass,prior_mass,posterior_mass
Iris 0 vs 1,2,0.1095467967638697,-18.760137790980195,-15.180324875484349,7.121568855080554e-09,2.55428100108098e-07
Iris 0 vs 1,2,0.12323500457160347,-18.171568030273118,-14.592545801927464,1.2828866237924071e-08,4.597670899306214e-07
Iris 0 vs 1,2,0.1386335958731748,-17.583034527219638,-14.00501269949245,2.3109211625977167e-08,8.273709450573679e-07
Iris 0 vs 1,2,0.1559562883252034,-16.994546904205556,-13.417790700415598,4.1625748609056914e-08,1.4884269999077316e-06
Iris 0 vs 1,2,0.17544350426014077,-16.406117340108064,-12.830962123983628,7.497453307239443e-08,2.676602948545546e-06
Iris 0 vs 1,2,0.19736570751731428,-15.81776125057359,-12.244630975948775,1.350310276362049e-07,4.810877894993118e-06
Iris 0 vs 1,2,0.22202715722123137,-15.229498149873844,-11.658928604261092,2.431716778429449e-07,8.641549903465185e-06
Iris 0 vs 1,2,0.24977013060598077,-14.641352743127054,-11.074020795251917,4.37866072827612e-07,1.5510074223653444e-05
Iris 0 vs 1,2,0.2809796734944778,-14.053356310966421,-10.490116656267853,7.883242783695661e-07,2.7809950872303125e-05
Iris 0 vs 1,2,0.3160889443646427,-13.465548465762794,-9.907479701077413,1.4190137558861275e-06,4.980079047451495e-05
Iris 0 vs 1,2,0.3555852261730161,-12.877979380368945,-9.326441630806912,2.5536690740827984e-06,8.903850593825918e-05
Iris 0 vs 1,2,0.4000166893741525,-12.290712618511106,-8.747419380189367,4.5942151658843116e-06,0.0001588707816491503
Iris 0 vs 1,2,0.45,-11.70382873235802,-8.17093606567404,8.262125059797446e-06,0.0002827532169481798
Iris 0 vs 1,3,0.03,-25.16865023061756,-21.928543197052868,1.173259522868405e-11,2.9960888843473877e-10
Iris 0 vs 1,3,0.03374859189280695,-24.579954406224097,-21.339895414953286,2.1137880382875848e-11,5.397605962495016e-10
Iris 0 vs 1,3,0.037965581824907835,-23.991261440044827,-20.75126323991139,3.8082683438322416e-11,9.723908921311705e-10
Iris 0 vs 1,3,0.04270949756605945,-23.402572091789075,-20.162650815263806,6.861073601337793e-11,1.75174953300821e-09
Iris 0 vs 1,3,0.048046180110125715,-22.813887322993445,-19.57406338409854,1.236102898701622e-10,3.1556751060957736e-09
Iris 0 vs 1,3,0.05404969748483107,-22.225208350630577,-18.98550758102879,2.2269714746168538e-10,5.684585741839405e-09
Iris 0 vs 1,3,0.06080337274484124,-21.636536714958204,-18.39699180129923,4.0120976728577573e-10,1.023971754410244e-08
Iris 0 vs 1,3,0.06840094041572894,-21.047874365392357,-17.808526667674144,7.22810257918925e-10,1.844400101308852e-08
Iris 0 vs 1,3,0.07694784743915471,-20.459223769195297,-17.220125620936678,1.302182975057976e-09,3.321960507716017e-08
Iris 0 vs 1,3,0.08656271667513342,-19.870588049043004,-16.631805666605462,2.345920325731771e-09,5.982718583882633e-08
Iris 0 vs 1,3,0.09737899327339176,-19.281971157151865,-16.043588319004204,4.2261638054730564e-09,1.0773532425978382e-07
Iris 0 vs 1,3,0.1095467967638697,-18.693378095690132,-15.455500794535393,7.613231658985413e-09,1.9398193621048475e-07
Iris 0 vs 1,3,0.12323500457160347,-18.10481519579259,-14.867577519447051,1.3714458498111952e-08,3.492151882723357e-07
Iris 0 vs 1,3,0.1386335958731748,-17.51629047078527,-14.279862034188866,2.4704251792326244e-08,6.285425978595849e-07
Iris 0 vs 1,3,0.1559562883252034,-16.927814063398348,-13.692409397408397,4.4498335035874205e-08,1.130998827630769e-06
Iris 0 vs 1,3,0.17544350426014077,-16.33939881204095,-13.10528921865092,8.014736678312562e-08,2.034441510702709e-06
Iris 0 vs 1,3,0.19736570751731428,-15.751060967939374,-12.518589480940737,1.4434479813807034e-07,3.658016560004175e-06
Iris 0 vs 1,3,0.22202715722123137,-15.162821103496094,-11.932421353778068,2.599384139281284e-07,6.5737812797175775e-06
Iris 0 vs 1,3,0.24977013060598077,-14.574705263120594,-11.346925244846098,4.6804318805364495e-07,1.1805733615959323e-05
Iris 0 vs 1,3,0.2809796734944778,-13.986746421674194,-10.76227839591165,8.426228058904511e-07,2.118370305108266e-05
Iris 0 vs 1,3,0.3160889443646427,-13.398986333416037,-10.178704395615718,1.5166807417831003e-06,3.7970371656159885e-05
Iris 0 vs 1,3,0.3555852261730161,-12.811477877054724,-9.596485058740832,2.729265924486881e-06,6.796721789971597e-05
Iris 0 vs 1,3,0.4000166893741525,-12.224288031667337,-9.015975205966159,4.90974755633821e-06,0.0001214539710609091
Iris 0 vs 1,3,0.45,-11.637501655781412,-8.437620964730254,8.828709921467106e-06,0.00021656475309544227
Iris 0 vs 1,4,0.03,-25.210555914050687,-21.70935049845791,1.125109212681589e-11,3.730343913747861e-10
Iris 0 vs 1,4,0.03374859189280695,-24.621859688516118,-21.120709519317288,2.0270394598887345e-11,6.720357890441944e-10
Iris 0 vs 1,4,0.037965581824907835,-24.03316622102689,-20.53208595328528,3.6519811527153384e-11,1.2106772135444697e-09
Iris 0 vs 1,4,0.04270949756605945,-23.444476245493064,-19.943484423079692,6.579506729735668e-11,2.1809954780222905e-09
Iris 0 vs 1,4,0.048046180110125715,-22.85579069090392,-19.35491077835823,1.1853762550932375e-10,3.9288825954227355e-09
Iris 0 vs 1,4,0.05404969748483107,-22.26711073315904,-18.766372421205354,2.1355841093532138e-10,7.077306629326281e-09
Iris 0 vs 1,4,0.06080337274484124,-21.678437860670087,-18.177878717868065,3.8474595342834196e-10,1.2748162187758183e-08
Iris 0 vs 1,4,0.06840094041572894,-21.089773957393156,-17.589441519536763,6.931505077679166e-10,2.2961624384660816e-08
Iris 0 vs 1,4,0.07694784743915471,-20.50112140792558,-17.001075820957166,1.2487517208288907e-09,4.135486281929804e-08
Iris 0 vs 1,4,0.08656271667513342,-19.91248323053425,-16.412800593201666,2.2496679024516545e-09,7.447512996981699e-08
Iris 0 vs 1,4,0.09737899327339176,-19.323863245545397,-15.824639836413363,4.052778079014214e-09,1.3410539230232238e-07
Iris 0 vs 1,4,0.1095467967638697,-18.735266288506473,-15.236623910242148,7.3009140193013706e-09,2.414450537988519e-07
Iris 0 vs 1,4,0.12323500457160347,-18.146698480041678,-14.648791214605026,1.3151914756783881e-08,4.3462110230628355e-07
Iris 0 vs 1,4,0.1386335958731748,-17.558167567508114,-14.061190312027756,2.369107202678461e-08,7.821726724409417e-07
Iris 0 vs 1,4,0.1559562883252034,-16.969683357602168,-13.473882605999373,4.267368608530243e-08,1.4072366404803477e-06
Iris 0 vs 1,4,0.17544350426014077,-16.381258264200522,-12.886945718466965,7.686168998622177e-08,2.5308743590503333e-06
Iris 0 vs 1,4,0.19736570751731428,-15.79290800224819,-12.300477744904502,1.3842903819150444e-07,4.549570409722212e-06
Iris 0 vs 1,4,0.22202715722123137,-15.204652466814503,-11.714602608461735,2.492891256720503e-07,8.173587749478491e-06
Iris 0 vs 1,4,0.24977013060598077,-14.616516847027425,-11.129476786645583,4.4887703671780905e-07,1.467336244361925e-05
Iris 0 vs 1,4,0.2809796734944778,-14.028533038116795,-10.545297745650068,8.081379699474657e-07,2.631693931613186e-05
Iris 0 vs 1,4,0.3160889443646427,-13.440741432094399,-9.962314489018443,1.4546555335156334e-06,4.714349657125133e-05
Iris 0 vs 1,4,0.3555852261730161,-12.853193189784172,-9.380840707648218,2.617755753806866e-06,8.432428065755365e-05
Iris 0 vs 1,4,0.4000166893741525,-12.265953125453807,-8.801271103641392,4.709385500400331e-06,0.00015054159945331817
Iris 0 vs 1,4,0.45,-11.679103372134055,-8.224101543297804,8.468955520003631e-06,0.0002681131290241813
Wine 0 vs 1,0,0.03,-25.92379156334996,-16.824014323544326,5.513664979411127e-12,4.9365485869439614e-08
Wine 0 vs 1,0,0.03374859189280695,-25.335089297131773,-16.23585214465545,9.933688098273347e-12,8.889124820546617e-08
Wine 0 vs 1,0,0.037965581824907835,-24.74638817815365,-15.647834391285532,1.7896997078129315e-11,1.6004122617865941e-07
Wine 0 vs 1,0,0.04270949756605945,-24.157688511812154,-15.059999339281132,3.2244020142673156e-11,2.8808814653495237e-07
Wine 0 vs 1,0,0.048046180110125715,-23.56899068473011,-14.472395384259517,5.809214351372599e-11,5.184639266263929e-07
Wine 0 vs 1,0,0.05404969748483107,-22.980295186364295,-13.885083702673445,1.0466093447356106e-10,9.327919020968121e-07
Wine 0 vs 1,0,0.06080337274484124,-22.39160263636914,-13.298141603904812,1.8856041877931494e-10,1.6776079744131977e-06
Wine 0 vs 1,0,0.06840094041572894,-21.802913819255373,-12.71166674758782,3.397150903209695e-10,3.0157356900381257e-06
Wine 0 vs 1,0,0.07694784743915471,-21.21422972829721,-12.12578244109937,6.120361734018423e-10,5.418007440013551e-06
Wine 0 vs 1,0,0.08656271667513342,-20.625551621170175,-11.54064428045613,1.1026476207817668e-09,9.726618257960965e-06
Wine 0 vs 1,0,0.09737899327339176,-20.036881090476495,-10.956448453847,1.9865207594256045e-09,1.7445157519964218e-05
Wine 0 vs 1,0,0.1095467967638697,-19.4482201531781,-10.373442089794509,3.5788649024021016e-09,3.1251534162262073e-05
Wine 0 vs 1,0,0.12323500457160347,-18.85957136406455,-9.791936098691302,6.447512985977621e-09,5.590056342519566e-05
Wine 0 vs 1,0,0.1386335958731748,-18.270937959808307,-9.21232102119226,1.1615354389692567e-08,9.980213109752176e-05
Wine 0 vs 1,0,0.1559562883252034,-17.682324042000833,-8.635086448372032,2.0924940961661365e-08,0.00017775818395995252
Wine 0 vs 1,0,0.17544350426014077,-17.09373480995359,-8.060844597054713,3.769513447071232e-08,0.00031566008710285064
Wine 0 vs 1,0,0.19736570751731428,-16.505176857169133,-7.490358576989034,6.790359507510761e-08,0.0005584426798789007
Wine 0 vs 1,0,0.22202715722123137,-15.916658549490133,-6.924575723904093,1.2231592997190858e-07,0.0009833202289251703
Wine 0 vs 1,0,0.24977013060598077,-15.328190508369293,-6.3646660182251695,2.2031874276882835e-07,0.0017213162516646482
Wine 0 vs 1,0,0.2809796734944778,-14.739786229965354,-5.812064956731755,3.9681874192971264e-07,0.0029912468951138337
Wine 0 vs 1,0,0.3160889443646427,-14.151462880570627,-5.268519155551079,7.146571779954128e-07,0.005151233102692279
Wine 0 vs 1,0,0.3555852261730161,-13.56324232223676,-4.736131282081965,1.2869411945986097e-06,0.008772519022528399
Wine 0 vs 1,0,0.4000166893741525,-12.975152440882352,-4.217398513970409,2.3171966559157445e-06,0.014736932604619847
Wine 0 vs 1,0,0.45,-12.387228874828065,-3.7152356105301005,4.171525028141573e-06,0.02434970339259221
Wine 0 vs 1,1,0.03,-26.13345171965031,-17.478355924189586,4.470809088023103e-12,2.565939837164218e-08
Wine 0 vs 1,1,0.03374859189280695,-25.54474820071319,-16.890044459908093,8.054838084740983e-12,4.6211162295752414e-08
Wine 0 vs 1,1,0.037965581824907835,-24.956045421303386,-16.30183784421414,1.451199711577484e-11,8.321503101370206e-08
Wine 0 vs 1,1,0.04270949756605945,-24.36734356918992,-15.71376388130795,2.6145511900542435e-11,1.498300955291526e-07
Wine 0 vs 1,1,0.048046180110125715,-23.77864288097189,-15.125857736829673,4.710495677911096e-11,2.6972639682290037e-07
Wine 0 vs 1,1,0.05404969748483107,-23.189943654943463,-14.538163879783378,8.486633259222747e-11,4.854624574606796e-07
Wine 0 vs 1,1,0.06080337274484124,-22.60124626737891,-13.95073853247191,1.52898583482037e-10,8.735167494360749e-07
Wine 0 vs 1,1,0.06840094041572894,-22.012551193156106,-13.363652758774197,2.7546757395484927e-10,1.571228502725273e-06
Wine 0 vs 1,1,0.07694784743915471,-21.42385903188821,-12.776996352983788,4.962908192530336e-10,2.8250164991275605e-06
Wine 0 vs 1,1,0.08656271667513342,-20.83517054105532,-12.19088273016784,8.941294603042253e-10,5.076529342444125e-06
Wine 0 vs 1,1,0.09737899327339176,-20.246486678042988,-11.605455065472098,1.6108776567812864e-09,9.11622226089673e-06
Wine 0 vs 1,1,0.1095467967638697,-19.6578086535309,-11.02089398454559,2.9021655027422807e-09,1.6356356088982974e-05
Wine 0 vs 1,1,0.12323500457160347,-19.069137999372277,-10.437427170140644,5.228517816236272e-09,2.931453264662486e-05
Wine 0 vs 1,1,0.1386335958731748,-18.48047665501618,-9.855341319453023,9.419567569207066e-09,5.2466204500122066e-05
Wine 0 vs 1,1,0.1559562883252034,-17.89182707772476,-9.274996958979235,1.696985880977188e-08,9.373893197850174e-05
Wine 0 vs 1,1,0.17544350426014077,-17.30319238343075,-8.696846690573944,3.057166053452459e-08,0.00016711193667826304
Wine 0 vs 1,1,0.19736570751731428,-16.71457652721453,-8.12145748935215,5.5074637444862745e-08,0.0002970953314499331
Wine 0 vs 1,1,0.22202715722123137,-16.12598453526955,-7.54953767610148,9.92142151270946e-08,0.0005263534166360292
Wine 0 vs 1,1,0.24977013060598077,-15.5374228041806,-6.981969103388387,1.787240565333924e-07,0.0009284731423960793
Wine 0 vs 1,1,0.2809796734944778,-14.948899488819908,-6.4198448627133455,3.2194037195308513e-07,0.0016289089196973574
Wine 0 vs 1,1,0.3160889443646427,-14.360425007852722,-5.864512347204682,5.798913909910334e-07,0.0028384068650883724
Wine 0 vs 1,1,0.3555852261730161,-13.772012706754975,-5.317620661848457,1.0444577499885146e-06,0.004904409101385947
Wine 0 vs 1,1,0.4000166893741525,-13.18367973391209,-4.781169997773711,1.8810513025919236e-06,0.00838618141177053
Wine 0 vs 1,1,0.45,-12.595448208096627,-4.2575585002977405,3.3873989309122144e-06,0.014156824132532598
Wine 0 vs 1,2,0.03,-25.34030140681792,-16.781010230399144,9.882047321918913e-12,5.153471233544826e-08
Wine 0 vs 1,2,0.03374859189280695,-24.751604123816712,-16.192793720453256,1.7803890344757983e-11,9.280236426796955e-08
Wine 0 vs 1,2,0.037965581824907835,-24.162909310864578,-15.604707250461555,3.20761192626128e-11,1.670943439083616e-07
Wine 0 vs 1,2,0.04270949756605945,-23.574217624505344,-15.016785300881427,5.778929156213671e-11,3.008105113356342e-07
Wine 0 vs 1,2,0.048046180110125715,-22.985529895710698,-14.42907147874665,1.0411449637178739e-10,5.414194804744516e-07
Wine 0 vs 1,2,0.05404969748483107,-22.396847176216312,-13.841620923737821,1.8757409481783833e-10,9.742275622966673e-07
Wine 0 vs 1,2,0.06080337274484124,-21.80817079716946,-13.25450334278145,3.379339015311832e-10,1.75243669253001e-06
Wine 0 vs 1,2,0.06840094041572894,-21.219502443361403,-12.667806833875549,6.088175738864174e-10,3.150949147409463e-06
Wine 0 vs 1,2,0.07694784743915471,-20.630844247189614,-12.081642698811082,1.0968271357060156e-09,5.662513410764004e-06
Wine 0 vs 1,2,0.08656271667513342,-20.042198907599474,-11.496151491579953,1.975984844180135e-09,1.0169154463964555e-05
Wine 0 vs 1,2,0.09737899327339176,-19.45356984065549,-10.911510605401388,3.559770214496299e-09,1.8246986672550955e-05
Wine 0 vs 1,2,0.1095467967638697,-18.86496137016823,-10.327943766808147,6.4128543406934695e-09,3.2706269624336294e-05
Wine 0 vs 1,2,0.12323500457160347,-18.276378969057056,-9.74573287937997,1.1552326761476918e-08,5.854394557210483e-05
Wine 0 vs 1,2,0.1386335958731748,-17.687829564991056,-9.165232739745388,2.0810054762623655e-08,0.00010461404522799276
Wine 0 vs 1,2,0.1559562883252034,-17.099321927488763,-8.586889228115187,3.748511457317592e-08,0.00018653545529746858
Wine 0 vs 1,2,0.17544350426014077,-16.51086715828658,-8.011261642667689,6.751830043307674e-08,0.0003317059604848178
Wine 0 vs 1,2,0.19736570751731428,-15.922479312684882,-7.439049879826526,1.2160602600440997e-07,0.0005878434542232314
Wine 0 vs 1,2,0.22202715722123137,-15.334176187109955,-6.871127124178322,2.1900392451953378e-07,0.0010373072314046625
Wine 0 vs 1,2,0.24977013060598077,-14.745980317760583,-6.308578543351794,3.943684084280931e-07,0.0018206193322189163
Wine 0 vs 1,2,0.2809796734944778,-14.157920247557325,-5.7527460933555705,7.100572420485225e-07,0.0031740525730553325
Wine 0 vs 1,2,0.3160889443646427,-13.570032134496905,-5.205278794495781,1.2782327034635962e-06,0.005487520337179487
Wine 0 vs 1,2,0.3555852261730161,-12.982361795019976,-4.6681865523318,2.300551238067856e-06,0.009389281067432703
Wine 0 vs 1,2,0.4000166893741525,-12.39496730258497,-4.14389354255139,4.1393685637827e-06,0.015860975740766947
Wine 0 vs 1,2,0.45,-11.807922296275272,-3.6352841197030257,7.4453394666313296e-06,0.02637643925662893
Wine 0 vs 1,3,0.03,-26.02421778937932,-17.544329097598045,4.98684440795365e-12,2.4021199173103357e-08
Wine 0 vs 1,3,0.03374859189280695,-25.43551466427135,-16.95598104159296,8.984550145085662e-12,4.3262438843826644e-08
Wine 0 vs 1,3,0.037965581824907835,-24.846812458908612,-16.36772813830098,1.618700333562488e-11,7.790870548177534e-08
Wine 0 vs 1,3,0.04270949756605945,-24.2581114183504,-15.779595629459559,2.9163259991377625e-11,1.402841779113161e-07
Wine 0 vs 1,3,0.048046180110125715,-23.669411852870027,-15.19161544505513,5.2541811547441034e-11,2.525603908726512e-07
Wine 0 vs 1,3,0.05404969748483107,-23.080714155312748,-14.603827970814274,9.466146119607211e-11,4.5460907150335466e-07
Wine 0 vs 1,3,0.06080337274484124,-22.49201882308234,-14.016284279970117,1.705455289166612e-10,8.18097528079113e-07
Wine 0 vs 1,3,0.06840094041572894,-21.903326485996516,-13.42904894955963,3.072601030026391e-10,1.4717638926179187e-06
Wine 0 vs 1,3,0.07694784743915471,-21.314637941587367,-12.842203611628765,5.535672112639297e-10,2.646682440170977e-06
Wine 0 vs 1,3,0.08656271667513342,-20.725954199852122,-12.255851426759165,9.973152475057553e-10,4.757199387910887e-06
Wine 0 vs 1,3,0.09737899327339176,-20.1372765400089,-11.670122712475852,1.7967676434009895e-09,8.545354871997492e-06
Wine 0 vs 1,3,0.1095467967638697,-19.548606582517827,-11.085182013477997,3.2370397489352988e-09,1.5337925383014183e-05
Wine 0 vs 1,3,0.12323500457160347,-18.95994638053694,-10.501236965081484,5.831763585444509e-09,2.7502408781271164e-05
Wine 0 vs 1,3,0.1386335958731748,-18.371298536159006,-9.918549375869802,1.0506218298621624e-08,4.925255192907432e-05
Wine 0 vs 1,3,0.1559562883252034,-17.782666348306126,-9.337449038951975,1.8927189546971078e-08,8.806379711323657e-05
Wine 0 vs 1,3,0.17544350426014077,-17.194054001162428,-8.758350869369465,3.409708292074053e-08,0.0001571435452515103
Wine 0 vs 1,3,0.19736570751731428,-16.605466804666722,-8.181776049353054,6.142390135444028e-08,0.00027970472932038715
Wine 0 vs 1,3,0.22202715722123137,-16.01691150209846,-7.608377926764576,1.1064803801042105e-07,0.0004962762022938793
Wine 0 vs 1,3,0.24977013060598077,-15.42839666450241,-7.038973425958947,1.99311548817989e-07,0.0008770264328566039
Wine 0 vs 1,3,0.2809796734944778,-14.839933198086467,-6.474580645345895,3.590036799022881e-07,0.0015421455076642843
Wine 0 vs 1,3,0.3160889443646427,-14.251534999486438,-5.916463052723517,6.466019218070989e-07,0.002694714404147912
Wine 0 vs 1,3,0.3555852261730161,-13.663219805940265,-5.366180124536278,1.1644987675890501e-06,0.0046719435108154355
Wine 0 vs 1,3,0.4000166893741525,-13.075010304460474,-4.8256432249250025,2.0969842758806384e-06,0.008021392650974278
Wine 0 vs 1,3,0.45,-12.486935588279634,-4.297173727451948,3.7756591233987964e-06,0.013606961700723105
Wine 0 vs 1,4,0.03,-25.763189308760133,-16.66832437903128,6.474243761464069e-12,5.768178608530198e-08
Wine 0 vs 1,4,0.03374859189280695,-25.174488521220006,-16.080182675733308,1.1664296496142654e-11,1.0386408414598865e-07
Wine 0 vs 1,4,0.037965581824907835,-24.58578925893503,-15.492190824277328,2.1014903090316698e-11,1.8699371612289372e-07
Wine 0 vs 1,4,0.04270949756605945,-23.997091925826382,-14.904388535096057,3.786128893993308e-11,3.365939480179292e-07
Wine 0 vs 1,4,0.048046180110125715,-23.408397032960316,-14.31682601558362,6.821224423470134e-11,6.057333188839599e-07
Wine 0 vs 1,4,0.05404969748483107,-22.819705227001904,-13.729566729089052,1.228932249991337e-10,1.089745114377121e-06
Wine 0 vs 1,4,0.06080337274484124,-22.23101732623511,-13.1426908696188,2.2140725526821935e-10,1.9597554368611847e-06
Wine 0 vs 1,4,0.06840094041572894,-21.64233436616591,-12.556299732222273,3.988904228655437e-10,3.522640412999443e-06
Wine 0 vs 1,4,0.07694784743915471,-21.0536576572659,-11.970521200851316,7.186420996835194e-10,6.328032441509206e-06
Wine 0 vs 1,4,0.08656271667513342,-20.464988858100234,-11.385516624896015,1.294697372750444e-09,1.1358813166648272e-05
Wine 0 vs 1,4,0.09737899327339176,-19.876330067957916,-10.80148941259799,2.3324886063464312e-09,2.0369142749187373e-05
Wine 0 vs 1,4,0.1095467967638697,-19.287683944215892,-10.218695732983985,4.202089462825339e-09,3.648184811537346e-05
Wine 0 vs 1,4,0.12323500457160347,-18.699053851089523,-9.637457784673206,7.570143213699688e-09,6.52386949219695e-05
Wine 0 vs 1,4,0.1386335958731748,-18.110444048240097,-9.058180153278439,1.3637478692065557e-08,0.00011643467716119714
Wine 0 vs 1,4,0.1559562883252034,-17.521859930041384,-8.481369826957788,2.4567044907260853e-08,0.00020729455047900305
Wine 0 vs 1,4,0.17544350426014077,-16.93330832930737,-7.907660451112539,4.425451975700227e-08,0.00036791432804921545
Wine 0 vs 1,4,0.19736570751731428,-16.344797903158234,-7.337841344431105,7.971580990284242e-08,0.0006504531107751978
Wine 0 vs 1,4,0.22202715722123137,-15.756339623731382,-6.77289161722223,1.4358485912615668e-07,0.0011443807508573218
Wine 0 vs 1,4,0.24977013060598077,-15.167947403008482,-6.214019352780568,2.586093013886779e-07,0.0020011778379727123
Wine 0 vs 1,4,0.2809796734944778,-14.579638889653808,-5.662705128515697,4.657397246487781e-07,0.0034731089730043385
Wine 0 vs 1,4,0.3160889443646427,-13.99143648717472,-5.120748035089871,8.386801027338217e-07,0.005971554291727002
Wine 0 vs 1,4,0.3555852261730161,-13.403368657954239,-4.590310661350597,1.510048697051851e-06,0.010149704762552931
Wine 0 vs 1,4,0.4000166893741525,-12.815471598236776,-4.073957156813758,2.7183877340413575e-06,0.017009944135179696
Wine 0 vs 1,4,0.45,-12.227791397080939,-3.574675512820234,4.8925770114683195e-06,0.0280245178957799
